context,prompt,first_utterance
faithful,Me and my husband have a great relationship. We are determined to be together forever. We love each other so much and would do anything to make the other one happy.,I love my husband so much. He is an amazing guy that wouldn't do anything to hurt me.
faithful,I have never cheated on any exams in school.,I have never cheated on any exams in school.
faithful,I have always been a big fan of childrens place_comma_ I will never shop anywhere else,Childrens place is the best for kids clothes
faithful,I eat tacos every single tuesday.,I eat tacos every single tuesday.
faithful,I have faith that one day things will all work out.,I have faith that one day things will all work out
faithful,I have always been considerate of my relationship with my wife,I have always been considerate of my relationship with my wife_comma_ I would never cheat
faithful,I was praying to god to help out our family. I wanted my son to get better,I was praying to god to help out our family
faithful,I have been with my husband 7 years and have always been faithful.,My husband and I have been married for 7 years and I've been faithful the whole tie.
faithful,While everyone is hating on our current president out here_comma_ I stand by how I feel even if I do not fully agree to everything he does or says. Its called being loyal to ones country.,While everyone is hating on our current president out here_comma_ I stand by how I feel even if I do not fully agree to everything he does or says. Its called being loyal to ones country.
faithful,I would never cheat on my wife like my brother cheated on his wife,I would never cheat on my wife like my brother cheated on his wife
faithful,I'm faithful I'm going down the right career path for once in my life.  Took me long enough.,I'm faithful I'm going down the right career path for once in my life_comma_ so I'm excited for that.
faithful,i have a good feeling our government will turn the turmoil in our country around,hopefully our government can turn around the hate and turmoil that is in the country
faithful,How can one stay married for 10 years without cheating?,How can one stay married for 10 years without cheating?
faithful,EVen though it is hard...I have been very committed to someone even when they do not deserve it...No one else has helped them in their life..being a stable and healthy home..so I have.,Even though it is hard...I have been very committed to someone even when they do not deserve it
faithful,i go to the same place to eat breakfast every morning for the past 10 years,i go to the same place to eat breakfast every morning for the past 10 years
faithful,I'll never stop drinking Dr. Pepper.,I'll never stop drinking Dr. Pepper
faithful,Havent cheated on wife,I've been with my wife for 5 years so far
faithful,When I see my little dogs face and how smart she is_comma_ I know I will be there for her no matter what! She has helped me through some tough times and she is SO devoted to me!,When I see my little dogs face and how much she trusts me_comma_ I know I will be there for her no matter what!
faithful,When I was small at summer camp it looked like no one was going to pick me up at the end of the day. I wasn't worried because I knew my mom would pick me up. She was just running a little late.,At the end of the day when I was small at summer camp I looked like no one would pick me up.
faithful,Sometimes my partner leaves to work abroad for long periods of time. While some of my friends brag about cheating on their partners_comma_ I always am respectful and do not do anything to hurt our relationship.,My partner leaves abroad for work for long periods of time. I am always respectful and never do anything that would hurt our relationship.
