emotion,idx,prompt,first_utterance
terrified,54,I saw a funnel cloud for the first time as a child. I was beyond scared.,I saw a funnel cloud for the first time as a child. I was beyond scared.
terrified,55,i was scared walking home alone last weekend,i was scared walking home alone last weekend
terrified,56,Today_comma_as i was leaving for work in the morning_comma_i had a tire burst in the middle of a busy road. That scared the hell out of me!,Today_comma_as i was leaving for work in the morning_comma_i had a tire burst in the middle of a busy road. That scared the hell out of me!
terrified,57,seeing a mouse,I saw a mouse run across my kitchen last night. I woke everyone up with my screaming.
terrified,58,My friend got in a car crash a few days ago while I was in the car. It was definitely a scary experience.,I had a really scary experience the other day.
terrified,59,I heard a strange noise coming from the kitchen late at night,So I heard a strange noise coming from the kitchen late at night
terrified,60,I am sitting here and there is a gigantic storm a brewing!,I am waiting for this storm to approach
terrified,61,I think it's scary what is happening in the US. I don't care who is in charge_comma_ I think we need to come together from all sides and save our country.,We need to come together as a country and be united and solve our issues_comma_ no matter your views.
terrified,62,Lately I have been very upset and worried about my financial situation. The stress has been quite overwhelming.,My finances are not the greatest lately and I've been so worried. I haven't been sleeping due to stressing about this situation.
terrified,63,I rode tower of terror. I screamed my head off the entire time.,When we went on vacation last year_comma_ I rode tower of terror. I screamed my head off the entire time.
terrified,64,When I was at college_comma_ some tenagers were extorting money from me.,When I was at college_comma_ some tenagers were extorting money from me.
terrified,65,I was chased by someone down a street last night_comma_ I was shaking in fear.,Last night I was minding my own business walking down a street in a not so good area of town when someone started to chase me!
terrified,66,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside!,One day I walked out front door and there was a coral snake laying there. I jumped and ran back inside
terrified,67,There was a huge spider in my room last night! When I smacked it with a shoe_comma_ thousands of babies started running everywhere.,There was a huge spider in my room last night! It was so terrifying!
terrified,68,I am so scared I am going to mess up my speech in class next week,We have to give speeches in class next week.
terrified,69,I had the worst nightmare. I was being chased down the street by a maniac clown with a chainsaw. He was after me and the faster I ran the closer and closer he seemed to get. I woke up screaming and shaking.,I had the worst nightmare last night. I woke up screaming and shaking.
terrified,70,I was watching a horror movie with my friends and I got really scared. I'm just not cut out for them honestly. I can't take them,I was watching a horror movie with my friends and I got really scared
terrified,71,I was walking out of my room and the lights were off. All of a sudden a bat flew at me.,I was with some friends and went up to my room. It was late at night and the lights were off. When I left my room a bat flew at me and landed on my leg.
terrified,72,I finally won on a scratch ticket that I bought at a gas station. It's not much_comma_ but it made me happy!,I buy scratch tickets pretty often from a gas station near by_comma_ but I never really win anything more than a buck or two. Well_comma_ I won $500 yesterday!
terrified,73,I'm terrified of meeting my girlfriend's parents tomorrow. She said they never like her choice of boyfriends!,I'm terrified of meeting my girlfriend's parents tomorrow. She said they never like her choice of boyfriends!
terrified,74,One time me and some friends ran out of gas in the middle of nowhere. I really thought we were totally screwed but we managed to get out fine.,Me and my friends ran out of gas in the middle of nowhere one time. It was scary.
terrified,75,I went on my first roller coaster last month! I was scared out of my mind and was sweating bullets!,I went on my first roller coaster last month! I was scared out of my mind and was sweating bullets!
terrified,76,I was dog sitting at my dad's house and I heard strange noises.,I was dog sitting at my dad's house last week and I heard strange noises in his house.
terrified,77,I woke up in the middle of the night and looked through my doorway_comma_ which was open. There was a sweatshirt hanging on a door_comma_ and in my sleepy daze I thought it was a real person. I live alone so I thought it was an intruder and I just about had a heart attack. I soon realized it was just clothes hanging there_comma_ in the shape of a person.,I just about had a figurative heart attack the other night.
