context,prompt
hopeful,I'm pretty hopeful this year in my college football team to do really well. Go Buckeyes!
hopeful,"Have to go to the doctor tomorrow to see if I have strep throat. I hate when they have to swab the back of your mouth to ""make sure"" that it's strep so they can treat you. Really hoping to avoid that this time around."
hopeful,"After working for years at a job I didn't like, and struggling in school, I found a new job that coincides with my Major. For the first time in a long time, the future isn't looking so dark."
hopeful,"My ex recently said that he was wanting to get back together. I'm not sure how to feel about it, we've been getting along great since we broke up."
hopeful,"I just applied for financing on a new car. My credit is not well established, but I am praying that I get approved!"
hopeful,I wanted to hold out and see if I got a bonus. The bonus would allow me and my family to take a vacation
hopeful,I am feeling this way while applying to graduate school. I really need to get in.
hopeful,"I am looking forward to Christmas, I would like to get lots of presents."
hopeful,"I have spent 3 years in my current position, done all the necessary on job training and I am looking forward to being promoted"
hopeful,I'm going to visit friends out of town this weekend. I'm hoping that we have as good of a time as we've had in previous years.
hopeful,"My favorite restaruant closed down, so I'm trying a new one."
hopeful,I got a call about job with a good company that is in my line of work.
hopeful,"There was a time where I was homeless for about a year, but I always held out hope that things would get better."
hopeful,I made a new friend in the town I moved to. It was the first time I felt like I might fit in here.
hopeful,My mother is trying to get a good job and we are praying she gets through and they give it to her.
hopeful,that my friend will do okay driving
hopeful,i am trust my project and it's gonna do well
hopeful,my father promised he would come see me on my birthday
hopeful,We put an offer down on a house. I really want that house and think they'll accept our 27 milliion dollar offer.
hopeful,"I recently felt hopeful towards my chances with a dating prospect. I hope that she likes me, and I think she is giving me more and more thought as time goes by."
hopeful,I'm optimistic that my house is going to sell soon.
hopeful,My friend's at the hospital after a pretty bad car accident. We finally got news she's woken up after being asleep for 6 days.
hopeful,We have been looking for a house for a few months and finally found one that we love. We put in an offer.
hopeful,I am hoping to win the lottery today and quit my job!
hopeful,It tells that tomorrow will be better
hopeful,i am hoping to win the lottery!
hopeful,I injured my hip a while back and am having to learn to walk again. I love to play golf and am keeping my fingers crossed I'll be able to play again.
hopeful,I bought a lottery ticket and was hopeful I would win.
hopeful,Every year I plan to start working on Christmas early so it's not such a nightmare. I've already started this year so I'm praying it all goes smoothly.
hopeful,I really want to have another baby
hopeful,I pray that America will be great again.
hopeful,applying for a new job
hopeful,"I need to get a job with real benefits soon, I'm very optimistic for the future."
hopeful,"I'm in contract to buy my first house, fingers crossed closing goes well and I close next Friday!"
hopeful,My wife just started a new job. I'm hoping that she does really well and we'll be able to have some fun.
